TrialNum,MagNum,AbsTime,Duration,TrialCond,DispTime,TrialTime,Hit,TrialEnd,RatID
117,1.0,1438.59,0.0,3.0,1435.86,2.73000000000002,1.0,0.0,0.0
117,2.0,1455.42,0.0,3.0,1435.86,19.5600000000002,1.0,1.0,
118,,,,,1462.62,,,,
120,,,,,1489.45,,,,
121,,,,,1503.31,,,,
121,,,,,1503.31,,,,
121,,,,,1503.31,,,,
121,,,,,1503.31,,,,
124,1.0,1557.46,0.0,3.0,1556.75,0.710000000000036,1.0,0.0,0.0
124,2.0,1561.88,0.0,3.0,1556.75,5.13000000000011,1.0,1.0,
125,,,,,1573.2,,,,
125,,,,,1573.2,,,,
125,,,,,1573.2,,,,
127,1.0,1600.27,0.0,3.0,1597.45,2.81999999999994,1.0,0.0,1.0
127,1.0,1602.08,0.0,3.0,1597.45,4.62999999999988,-2.0,0.0,
127,1.0,1614.74,0.0,3.0,1597.45,17.29,-2.0,0.0,
127,2.0,1627.88,0.0,3.0,1597.45,30.4300000000001,1.0,1.0,1.0
128,1.0,1639.92,0.0,3.0,1639.33,0.590000000000146,1.0,0.0,0.0
128,2.0,1643.24,0.0,3.0,1639.33,3.91000000000008,1.0,1.0,
129,,,,,1653.54,,,,
130,1.0,1664.18,0.0,3.0,1663.29,0.8900000000001,1.0,0.0,0.0
130,2.0,1664.81,0.0,3.0,1663.29,1.51999999999998,1.0,1.0,
133,,,,,1698.41,,,,
133,,,,,1698.41,,,,
134,1.0,1715.48,0.0,3.0,1712.32,3.16000000000008,1.0,0.0,
134,1.0,1722.86,0.0,3.0,1712.32,10.54,-2.0,0.0,0.0
134,1.0,1772.85,0.0,3.0,1712.32,60.53,-2.0,0.0,
134,2.0,1788.4,0.0,3.0,1712.32,76.0800000000002,1.0,1.0,0.0
141,1.0,1856.83,0.0099999999999909,3.0,1853.71,3.11999999999989,1.0,0.0,1.0
141,1.0,1857.01,0.0,3.0,1853.71,3.29999999999995,-2.0,0.0,0.0
141,1.0,1858.67,0.0,3.0,1853.71,4.96000000000004,-2.0,0.0,1.0
141,1.0,1858.8,0.0099999999999909,3.0,1853.71,5.08999999999992,-2.0,0.0,1.0
141,1.0,1861.08,0.0399999999999636,3.0,1853.71,7.36999999999989,-2.0,0.0,
141,2.0,1876.68,0.0,3.0,1853.71,22.97,1.0,1.0,1.0
141,1.0,1914.34,0.0,3.0,1853.71,60.6299999999999,-1.0,0.0,
