TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,RatID
1,2,11.56,0,,1.55,,0,1,0,KL007Y-KL007G,0.0
1,2,12.28,0,,2.27,,0,-1,0,KL007Y-KL007G,0.0
2,2,23.62,0,,2.01,,0,1,0,KL007Y-KL007G,0.0
2,2,24.08,0,,2.47,,0,-1,0,KL007Y-KL007G,0.0
2,2,24.35,0,,2.74,,0,-1,0,KL007Y-KL007G,0.0
2,2,25.25,0,,3.64,,0,-1,0,KL007Y-KL007G,0.0
3,1,35.0,0,,2.13,,0,1,0,KL007Y-KL007G,0.0
3,1,35.71,0,,2.84,,0,-1,0,KL007Y-KL007G,0.0
4,2,44.28,3,46.28,0.630000000000003,45.06,1,1,0,KL007Y-KL007G,0.0
4,1,45.04,3,46.28,1.39,45.06,1,1,1,KL007Y-KL007G,0.0
5,2,53.62,0,,0.539999999999999,,0,1,0,KL007Y-KL007G,0.0
5,2,53.73,0,,0.649999999999999,,0,-1,0,KL007Y-KL007G,0.0
5,2,54.3,0,,1.22,,0,-1,0,KL007Y-KL007G,0.0
5,2,54.8,0,,1.72,,0,-1,0,KL007Y-KL007G,0.0
6,2,62.19,0,,0.619999999999997,,0,1,0,KL007Y-KL007G,0.0
6,2,64.03,0,,2.46,,0,-1,0,KL007Y-KL007G,1.0
7,1,70.72,0,,0.780000000000001,,0,1,0,KL007Y-KL007G,
7,1,71.78,0,,1.84,,0,-1,0,KL007Y-KL007G,0.0
8,2,82.34,0,,0.570000000000007,,0,1,0,KL007Y-KL007G,
8,2,83.4,0,,1.63000000000001,,0,-1,0,KL007Y-KL007G,0.0
9,1,90.68,0,,1.19000000000001,,0,1,0,KL007Y-KL007G,1.0
9,1,91.15,0,,1.66000000000001,,0,-1,0,KL007Y-KL007G,0.0
9,1,91.41,0,,1.92,,0,-1,0,KL007Y-KL007G,
9,1,91.8,0,,2.31,,0,-1,0,KL007Y-KL007G,
10,1,102.86,3,104.99,1.33,103.62,1,1,0,KL007Y-KL007G,0.0
10,2,103.61,3,104.99,2.08,103.62,1,1,1,KL007Y-KL007G,1.0
10,2,104.1,3,104.99,2.56999999999999,103.62,1,-2,0,KL007Y-KL007G,1.0
10,2,113.14,3,104.99,11.61,103.62,1,-2,0,KL007Y-KL007G,1.0
11,2,114.81,3,116.96,0.640000000000001,114.99,1,1,0,KL007Y-KL007G,1.0
11,1,114.96,3,116.96,0.789999999999992,114.99,1,1,1,KL007Y-KL007G,0.0
11,2,115.05,3,116.96,0.879999999999995,114.99,1,-2,0,KL007Y-KL007G,1.0
