TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,CoopTimeLimit,RatID
157,2,1965.58,0,,2.61999999999989,,0,-1,0,KL005B-KL005Y,1.25,1.0
158,1,1975.42,3,1977.85,1.42000000000007,1975.86,1,1,0,KL005B-KL005Y,1.25,0.0
158,2,1975.83,3,1977.85,1.82999999999993,1975.86,1,1,1,KL005B-KL005Y,1.25,1.0
159,2,1990.07,0,,4.75,,0,1,0,KL005B-KL005Y,1.25,1.0
160,2,1999.79,0,,1.82999999999993,,0,1,0,KL005B-KL005Y,1.25,1.0
161,1,2059.45,0,,52.9699999999998,,0,1,0,KL005B-KL005Y,1.25,1.0
161,1,2059.84,0,,53.3600000000001,,0,-1,0,KL005B-KL005Y,1.25,1.0
161,1,2060.1,0,,53.6199999999999,,0,-1,0,KL005B-KL005Y,1.25,1.0
162,1,2072.26,0,,3.92000000000007,,0,1,0,KL005B-KL005Y,1.25,1.0
162,1,2072.54,0,,4.19999999999982,,0,-1,0,KL005B-KL005Y,1.25,1.0
162,1,2073.6,0,,5.25999999999976,,0,-1,0,KL005B-KL005Y,1.25,1.0
163,1,2082.32,0,,1.37000000000035,,0,1,0,KL005B-KL005Y,1.25,1.0
163,1,2082.76,0,,1.8100000000004,,0,-1,0,KL005B-KL005Y,1.25,1.0
163,1,2083.07,0,,2.12000000000035,,0,-1,0,KL005B-KL005Y,1.25,1.0
163,1,2083.62,0,,2.67000000000007,,0,-1,0,KL005B-KL005Y,1.25,1.0
163,1,2083.92,0,,2.97000000000025,,0,-1,0,KL005B-KL005Y,1.25,1.0
164,2,2090.72,0,,1.30999999999995,,0,1,0,KL005B-KL005Y,1.25,1.0
164,2,2092.13,0,,2.72000000000025,,0,-1,0,KL005B-KL005Y,1.25,1.0
165,2,2106.77,0,,6.05999999999995,,0,1,0,KL005B-KL005Y,1.25,1.0
165,2,2107.58,0,,6.86999999999989,,0,-1,0,KL005B-KL005Y,1.25,1.0
166,1,2118.48,3,2120.56,1.32000000000016,2118.82,1,1,0,KL005B-KL005Y,1.25,0.0
166,2,2118.8,3,2120.56,1.64000000000033,2118.82,1,1,1,KL005B-KL005Y,1.25,1.0
166,1,2118.89,3,2120.56,1.73000000000002,2118.82,1,-2,0,KL005B-KL005Y,1.25,0.0
167,2,2132.14,0,,4.79999999999973,,0,1,0,KL005B-KL005Y,1.25,1.0
167,2,2133.03,0,,5.69000000000005,,0,-1,0,KL005B-KL005Y,1.25,1.0
167,1,2133.99,0,,6.64999999999964,,0,1,1,KL005B-KL005Y,1.25,0.0
168,2,2143.99,0,,0.859999999999673,,0,1,0,KL005B-KL005Y,1.25,1.0
168,2,2144.14,0,,1.00999999999976,,0,-1,0,KL005B-KL005Y,1.25,1.0
168,2,2144.75,0,,1.61999999999989,,0,-1,0,KL005B-KL005Y,1.25,1.0
169,1,2154.33,3,2156.7,1.15000000000009,2154.81,1,1,0,KL005B-KL005Y,1.25,0.0
169,2,2154.8,3,2156.7,1.62000000000035,2154.81,1,1,1,KL005B-KL005Y,1.25,1.0
169,1,2155.61,3,2156.7,2.43000000000029,2154.81,1,-2,0,KL005B-KL005Y,1.25,0.0
170,2,2165.25,0,,1.7800000000002,,0,1,0,KL005B-KL005Y,1.25,1.0
170,2,2165.74,0,,2.26999999999998,,0,-1,0,KL005B-KL005Y,1.25,1.0
170,1,2166.88,0,,3.41000000000031,,0,1,1,KL005B-KL005Y,1.25,0.0
171,1,2177.2,3,2180.33,0.759999999999764,2178.14,1,1,0,KL005B-KL005Y,1.25,0.0
171,1,2177.37,3,2180.33,0.929999999999836,2178.14,1,-1,0,KL005B-KL005Y,1.25,0.0
171,2,2178.11,3,2180.33,1.67000000000007,2178.14,1,1,1,KL005B-KL005Y,1.25,1.0
171,1,2178.16,3,2180.33,1.7199999999998,2178.14,1,-2,0,KL005B-KL005Y,1.25,0.0
172,2,2192.73,0,,2.63999999999987,,0,1,0,KL005B-KL005Y,1.25,1.0
172,2,2192.98,0,,2.88999999999987,,0,-1,0,KL005B-KL005Y,1.25,1.0
172,2,2193.9,0,,3.80999999999995,,0,-1,0,KL005B-KL005Y,1.25,1.0
173,1,2203.22,3,2206.24,0.699999999999818,2204.1,1,1,0,KL005B-KL005Y,1.25,0.0
173,2,2204.08,3,2206.24,1.55999999999995,2204.1,1,1,1,KL005B-KL005Y,1.25,1.0
173,1,2204.23,3,2206.24,1.71000000000004,2204.1,1,-2,0,KL005B-KL005Y,1.25,0.0
174,2,2216.99,0,,0.929999999999836,,0,1,0,KL005B-KL005Y,1.25,1.0
174,2,2217.84,0,,1.7800000000002,,0,-1,0,KL005B-KL005Y,1.25,1.0
174,2,2218.15,0,,2.09000000000015,,0,-1,0,KL005B-KL005Y,1.25,1.0
175,1,2229.71,3,2231.23,1.42999999999984,2229.89,1,1,0,KL005B-KL005Y,1.25,0.0
175,2,2229.88,3,2231.23,1.59999999999991,2229.89,1,1,1,KL005B-KL005Y,1.25,1.0
175,1,2230.21,3,2231.23,1.92999999999984,2229.89,1,-2,0,KL005B-KL005Y,1.25,0.0
176,2,2242.3,0,,1.35000000000036,,0,1,0,KL005B-KL005Y,1.25,1.0
176,2,2243.36,0,,2.41000000000031,,0,-1,0,KL005B-KL005Y,1.25,1.0
176,2,2243.74,0,,2.78999999999996,,0,-1,0,KL005B-KL005Y,1.25,1.0
177,1,2253.08,0,,0.989999999999782,,0,1,0,KL005B-KL005Y,1.25,0.0
178,1,2261.33,0,,0.860000000000127,,0,1,0,KL005B-KL005Y,1.25,0.0
179,2,2269.46,0,,1.44000000000005,,0,1,0,KL005B-KL005Y,1.25,1.0
179,2,2270.65,0,,2.63000000000011,,0,-1,0,KL005B-KL005Y,1.25,1.0
179,1,2271.19,0,,3.17000000000007,,0,1,1,KL005B-KL005Y,1.25,0.0
180,1,2281.26,3,2282.93,1.41000000000031,2281.34,1,1,0,KL005B-KL005Y,1.25,0.0
180,2,2281.33,3,2282.93,1.48000000000002,2281.34,1,1,1,KL005B-KL005Y,1.25,1.0
180,1,2281.74,3,2282.93,1.88999999999987,2281.34,1,-2,0,KL005B-KL005Y,1.25,0.0
181,2,2292.03,0,,1.43000000000029,,0,1,0,KL005B-KL005Y,1.25,1.0
181,2,2293.01,0,,2.41000000000031,,0,-1,0,KL005B-KL005Y,1.25,1.0
182,2,2303.05,0,,1.43000000000029,,0,1,0,KL005B-KL005Y,1.25,1.0
182,2,2303.76,0,,2.14000000000033,,0,-1,0,KL005B-KL005Y,1.25,1.0
183,2,2313.28,0,,1.64000000000033,,0,1,0,KL005B-KL005Y,1.25,1.0
183,2,2314.04,0,,2.40000000000009,,0,-1,0,KL005B-KL005Y,1.25,0.0
184,1,2337.21,0,,16.4400000000001,,0,1,0,KL005B-KL005Y,1.25,1.0
184,1,2338.47,0,,17.6999999999998,,0,-1,0,KL005B-KL005Y,1.25,1.0
184,1,2338.59,0,,17.8200000000002,,0,-1,0,KL005B-KL005Y,1.25,1.0
185,1,2347.95,0,,2.25,,0,1,0,KL005B-KL005Y,1.25,1.0
185,1,2348.31,0,,2.61000000000013,,0,-1,0,KL005B-KL005Y,1.25,0.0
186,1,2355.84,0,,0.900000000000091,,0,1,0,KL005B-KL005Y,1.25,1.0
186,1,2356.15,0,,1.21000000000004,,0,-1,0,KL005B-KL005Y,1.25,1.0
186,1,2356.54,0,,1.59999999999991,,0,-1,0,KL005B-KL005Y,1.25,1.0
186,1,2357.83,0,,2.88999999999987,,0,-1,0,KL005B-KL005Y,1.25,1.0
187,2,2369.13,0,,2.30000000000018,,0,1,0,KL005B-KL005Y,1.25,1.0
