TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,CoopTimeLimit,RatID
198,1,2676.19,0,,2.82999999999993,,0,1,0,KL007G-KL007Y,1.25,0.0
199,2,2691.98,0,,5.69999999999982,,0,1,0,KL007G-KL007Y,1.25,
199,2,2693.86,0,,7.57999999999993,,0,-1,0,KL007G-KL007Y,1.25,1.0
199,2,2694.0,0,,7.7199999999998,,0,-1,0,KL007G-KL007Y,1.25,0.0
200,2,2699.7,0,,0.730000000000018,,0,1,0,KL007G-KL007Y,1.25,0.0
200,2,2700.76,0,,1.79000000000042,,0,-1,0,KL007G-KL007Y,1.25,1.0
200,2,2701.03,0,,2.0600000000004,,0,-1,0,KL007G-KL007Y,1.25,
201,1,2719.29,0,,8.5,,0,1,0,KL007G-KL007Y,1.25,0.0
201,1,2720.6,0,,9.80999999999995,,0,-1,0,KL007G-KL007Y,1.25,0.0
202,1,2733.86,0,,5.48000000000002,,0,1,0,KL007G-KL007Y,1.25,0.0
203,2,2745.56,0,,0.409999999999854,,0,1,0,KL007G-KL007Y,1.25,0.0
203,2,2747.57,0,,2.42000000000007,,0,-1,0,KL007G-KL007Y,1.25,0.0
204,2,2755.07,0,,0.820000000000164,,0,1,0,KL007G-KL007Y,1.25,0.0
204,2,2756.29,0,,2.03999999999996,,0,-1,0,KL007G-KL007Y,1.25,0.0
205,1,2768.28,0,,3.62000000000035,,0,1,0,KL007G-KL007Y,1.25,0.0
206,2,2781.48,0,,2.21000000000004,,0,1,0,KL007G-KL007Y,1.25,0.0
206,2,2783.51,0,,4.24000000000024,,0,-1,0,KL007G-KL007Y,1.25,0.0
207,2,2789.74,0,,0.569999999999709,,0,1,0,KL007G-KL007Y,1.25,0.0
208,2,2817.63,0,,17.5,,0,1,0,KL007G-KL007Y,1.25,0.0
209,2,2825.99,0,,1.9699999999998,,0,1,0,KL007G-KL007Y,1.25,0.0
209,2,2826.37,0,,2.34999999999991,,0,-1,0,KL007G-KL007Y,1.25,0.0
209,2,2827.01,0,,2.99000000000024,,0,-1,0,KL007G-KL007Y,1.25,0.0
210,1,2888.21,0,,53.3299999999999,,0,1,0,KL007G-KL007Y,1.25,0.0
211,1,2896.77,0,,1.57000000000016,,0,1,0,KL007G-KL007Y,1.25,
212,1,2909.37,0,,3.71000000000004,,0,1,0,KL007G-KL007Y,1.25,
212,1,2910.63,0,,4.97000000000025,,0,-1,0,KL007G-KL007Y,1.25,
213,1,2925.55,0,,5.78999999999996,,0,1,0,KL007G-KL007Y,1.25,0.0
