TrialNum,LeverNum,AbsTime,TrialCond,DispTime,TrialTime,coopTS,coopSucc,Hit,TrialEnd,AnimalID,RatID
37,1,455.09,0,,1.81,,0,-1,0,KL006G-KL006R,1
38,2,464.23,3,465.72,0.660000000000025,464.35,1,1,0,KL006G-KL006R,1
38,1,464.33,3,465.72,0.759999999999991,464.35,1,1,1,KL006G-KL006R,0
38,2,464.48,3,465.72,0.910000000000025,464.35,1,-2,0,KL006G-KL006R,1
39,1,476.45,3,477.83,0.589999999999975,476.51,1,1,0,KL006G-KL006R,0
39,2,476.49,3,477.83,0.629999999999995,476.51,1,1,1,KL006G-KL006R,1
39,1,476.66,3,477.83,0.800000000000011,476.51,1,-2,0,KL006G-KL006R,0
40,1,488.08,3,489.94,0.620000000000005,488.12,1,1,0,KL006G-KL006R,0
40,2,488.09,3,489.94,0.629999999999995,488.12,1,1,1,KL006G-KL006R,1
40,1,488.19,3,489.94,0.730000000000018,488.12,1,-2,0,KL006G-KL006R,0
41,2,497.96,3,499.9,0.669999999999959,498.18,1,1,0,KL006G-KL006R,1
41,1,498.16,3,499.9,0.870000000000005,498.18,1,1,1,KL006G-KL006R,0
