left_x,left_y,right_x,right_y
486.344970703125,380.4707336425781,484.31533396471286,371.9812724455149
484.3829345703125,380.36468505859375,480.7842801394111,373.03034045017796
480.3184814453125,380.44158935546875,477.4863021582753,374.24783079010876
472.5415344238281,380.62310791015625,474.12495669944735,375.2574831608519
464.6568908691406,388.51422119140625,470.7313359413388,376.3884409668927
464.402099609375,392.4091796875,467.37406543784874,377.48576646609047
460.5965576171875,392.40289306640625,464.00429156925185,378.5789229985312
460.4393310546875,392.466064453125,460.6324696594895,379.6797713389354
460.3841247558594,392.4781494140625,457.26473688000635,380.7787954099734
456.4954833984375,392.56658935546875,722.5596313476562,192.3919677734375
456.46044921875,392.48541259765625,722.6616821289062,192.57962036132812
456.53643798828125,388.65655517578125,722.3729248046875,190.27825927734375
452.7705078125,394.43975830078125,443.79380576218296,385.17489169430837
456.53515625,388.62591552734375,724.4084059414389,190.75157141458132
456.5845947265625,388.58843994140625,725.6329175639019,190.21777289793206
456.5321044921875,388.61077880859375,726.802001953125,189.88563537597656
456.596435546875,388.5936279296875,727.9491978260814,189.63837253437262
456.5942077636719,388.5482482910156,729.1340015767626,189.24951462671112
456.5727233886719,388.6224060058594,730.2991663647065,188.93397436714793
456.5008544921875,388.66778564453125,731.4673492597256,188.6071295484997
456.5121154785156,388.6251220703125,732.63703087719,188.27638064081128
456.45025634765625,392.4076843261719,733.8060712312322,187.94641056345378
452.7427978515625,392.44805908203125,734.9747179208298,187.61864282075572
456.40899658203125,392.4351806640625,736.1438748409709,187.28884866466623
452.72918701171875,392.4796142578125,737.3127645079023,186.95986828484564
452.71966552734375,392.48028564453125,738.4817066318454,186.63083918279625
452.73590087890625,392.49517822265625,739.6506661791242,186.30167901487272
452.62762451171875,394.51739501953125,740.8196092612493,185.97259538122412
452.61566162109375,394.5425109863281,741.9885583555106,185.6434969621813
452.6039123535156,392.5664367675781,743.1575076996937,185.314404818093
452.6037902832031,392.54571533203125,744.3264557042014,184.9853108788488
452.6630859375,392.51812744140625,745.4954042866809,184.6562171167002
452.5125732421875,392.59796142578125,746.6643530070444,184.32712345885807
452.56268310546875,392.5235595703125,747.8333015408964,183.9980297286665
452.6141357421875,392.48016357421875,749.0022501336946,183.66893613075712
452.6096496582031,392.48492431640625,750.1711987393008,183.33984240954004
452.60894775390625,392.48590087890625,751.340147336169,183.01074874271177
452.615966796875,392.53826904296875,752.5090959264971,182.68165506997173
452.6084289550781,392.50738525390625,753.6780445235984,182.35256139386252
452.6847229003906,392.42529296875,754.8469931200065,182.0234677162785
452.6234130859375,392.44384765625,756.015941714722,181.69437404152762
452.63037109375,392.42340087890625,757.1848903101236,181.36528036613186
452.5877685546875,392.47515869140625,758.353838906392,181.03618669015668
452.5594482421875,392.4971923828125,732.3920288085938,186.5948486328125
452.63470458984375,392.44482421875,732.2750244140625,182.93862915039062
452.6417236328125,392.44818115234375,730.5581665039062,186.4698944091797
452.6063537597656,392.4602355957031,728.4697731066346,187.19238829885987
452.5960693359375,392.4825134277344,726.0326930648858,187.91488218854005
452.58001708984375,392.44598388671875,724.5875854492188,186.85525512695312
452.5378112792969,392.45843505859375,720.6771240234375,190.4432373046875
452.5823974609375,392.428955078125,719.9431703482833,191.1835129354318
452.5344543457031,392.4273681640625,718.4920654296875,192.64755249023438
452.4923095703125,392.4831237792969,716.0357097509782,193.98441640928664
452.5176696777344,392.437255859375,721.3544463327305,195.09379332976738
452.57574462890625,392.4106140136719,728.055490718585,196.36840371727058
452.57568359375,392.42193603515625,740.405824524804,197.60866721392244
452.67864990234375,388.5704345703125,749.7805743399931,203.0008853828649
452.58282470703125,392.40826416015625,740.6209716796875,198.31101989746094
452.6272888183594,392.4149169921875,767.3575984703765,212.05317587159658
452.6293640136719,392.389404296875,776.3998481194468,215.30911972942752
452.6333312988281,392.36810302734375,788.2156982421875,212.77398681640625
452.6502380371094,392.3842468261719,792.6257934570312,228.2822265625
452.6607971191406,388.6302490234375,808.3521728515625,228.52195739746094
454.42340087890625,388.5469665527344,812.683837890625,232.5618133544922
456.32147216796875,392.37188720703125,824.4086303710938,236.4451141357422
