SessionID,Date,RatPair,Familiarity,BarrierTransparency,FPS,EventType,AbsTime,TrialTime,Length_frames,RatID,Location_Rat0,Location_Rat1,X_Coord_Rat0,Y_Coord_Rat0,X_Coord_Rat1,Y_Coord_Rat1,Avg_InterRat_Distance,Avg_Gazing_±5s,Avg_Interactions_±5s,coopSucc,Hit
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,61.18,0.82,0,0.0,mag_top,mid,1232.3515625,224.48951721191406,812.40771484375,290.50445556640625,425.10093774335894,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,62.16,1.8,0,1.0,mag_top,mag_bottom,1230.3153076171875,224.45155334472656,1220.3497314453125,440.4376220703125,216.215851851734,0.0,0.0033333333333333335,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,63.28,2.92,0,1.0,mag_top,mag_bottom,1232.67578125,216.52830505371094,1228.5206298828125,448.41375732421875,231.9226773249701,0.0,0.0033333333333333335,,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,66.18,5.82000000000001,0,0.0,mag_top,mag_bottom,1228.6558837890625,220.6590576171875,1172.35546875,394.5355224609375,182.764224508328,0.0,0.0033333333333333335,,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,interaction,67.0243704193315,,1,,mid,mid,790.2667270114365,167.8222347745531,788.5372314453125,158.29241943359375,9.685480646102528,,,,
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,68.5,0.629999999999995,1,0.0,lev_top,mag_top,196.39825439453125,204.50930786132812,1232.5555419921875,224.46485900878906,1036.3494336676847,0.0,0.0033333333333333335,0.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,69.09,1.22,1,0.0,lev_top,mid,180.5594940185547,198.25050354003906,916.3549194335938,252.48985290527344,737.7918507826325,0.0,0.0033333333333333335,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,69.27,1.39999999999999,1,0.0,lev_top,mid,188.695068359375,196.36705017089844,716.6061401367188,312.54913330078125,540.5445181902253,0.0,0.0033333333333333335,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,70.29,2.42,1,1.0,lev_top,lev_bottom,184.5229949951172,206.46072387695312,168.51779174804688,472.4510498046875,266.47142439316525,0.0,0.0033222591362126247,0.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,72.0,11.64,0,0.0,mag_top,lev_bottom,1232.3599853515625,216.5688934326172,181.50956983476868,453.89024777549946,1077.315191120481,0.0,0.0033333333333333335,,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,73.5,5.63,1,1.0,mag_top,lev_bottom,1228.7066650390625,214.51710510253906,170.71156311035156,442.66595458984375,1082.3148955953272,0.0,0.0,0.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,76.3,0.649999999999991,1,0.0,lev_top,lev_bottom,192.34268188476562,198.38658142089844,178.64096662837983,472.7611988973316,274.71652246689877,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,76.32,0.669999999999987,1,1.0,lev_top,lev_bottom,192.34268188476562,198.38658142089844,178.64096662837983,472.7611988973316,274.71652246689877,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,76.75,1.09999999999999,1,1.0,lev_top,lev_bottom,178.51661682128906,212.50949096679688,188.38059997558594,464.65911865234375,252.34249128045826,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,76.88,1.22999999999999,1,1.0,lev_top,lev_bottom,178.59210205078125,212.56851196289062,180.52284240722656,470.3482666015625,257.7869850475347,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,77.32,1.66999999999999,1,1.0,lev_top,lev_bottom,192.50921630859375,204.39022827148438,172.42308044433594,466.37255859375,262.75120219523666,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,80.86,2.95,0,0.0,mag_top,mid,1224.3714599609375,224.4569549560547,880.3804931640625,338.3631286621094,362.3594922810808,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,86.7,0.730000000000004,1,1.0,lev_bottom,lev_top,96.44044793364496,400.1761765417504,193.37909919050915,205.52254690802064,217.45605909490124,0.0,0.0,0.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,87.06,1.09,1,1.0,lev_bottom,lev_top,56.182729148313875,449.365033914989,173.32977301066705,167.28082956209914,305.44218476021126,0.0,0.0,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,87.57,1.59999999999999,1,1.0,other,lev_top,1.2858398950710104,516.4407485113007,184.4774932861328,200.41087341308594,365.28627653765506,0.0,0.0,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,89.74,11.83,0,0.0,mag_top,lev_bottom,1230.5516357421875,216.3989715576172,172.42050170898438,452.4989013671875,1084.1515916450414,0.0,0.0,,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,93.31,0.159999999999997,1,1.0,mag_bottom,lev_bottom,1158.5311279296875,448.4189758300781,182.34677124023438,424.49267578125,976.4775297359525,0.0,0.0,0.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,93.71,15.8,0,0.0,mag_bottom,lev_bottom,1218.393310546875,444.63555908203125,188.4903564453125,434.6629333496094,1029.951235802513,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,94.21,1.05999999999999,1,1.0,mag_bottom,lev_bottom,1192.50146484375,476.43267822265625,153.24007945587357,494.93603633517307,1039.4260923316137,0.0,0.0,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,95.1,1.94999999999999,1,1.0,mid,lev_bottom,424.54833984375,430.6036376953125,185.40484311357588,464.22831117501613,241.4958192080175,0.0,0.0,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,100.57,22.66,0,0.0,mag_top,lev_bottom,1218.3231201171875,216.43771362304688,176.6037139892578,436.469970703125,1064.7034870137695,0.0,0.07333333333333333,,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,101.42,8.27,1,1.0,mid,lev_bottom,560.4533081054688,260.5450439453125,168.41148376464844,436.657958984375,429.78198063208123,0.0,0.07308970099667775,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,interaction,102.15300613388915,,22,,lev_bottom,lev_bottom,176.46759033203125,414.30780029296875,172.29225500386423,413.5202081067363,4.248967704567083,,,,
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,103.35,1.19,1,0.0,lev_bottom,mid,174.6017303466797,426.5230712890625,842.5030517578125,226.37767028808594,697.2448326696864,0.0,0.07333333333333333,0.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,103.82,1.66,1,0.0,lev_bottom,mag_top,176.64694213867188,420.5028076171875,1230.4842529296875,220.55267333984375,1072.6383984422557,0.0,0.07308970099667775,0.0,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,108.6,30.69,0,0.0,mag_top,lev_bottom,1228.587890625,216.42001342773438,164.5826873779297,432.7099304199219,1085.766273527285,0.0,0.0,,-1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,115.04,0.640000000000001,1,1.0,lev_top,lev_bottom,192.4348907470703,204.42987060546875,192.61859130859375,436.6793212890625,232.24952333369245,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,115.06,0.659999999999997,1,0.0,lev_top,lev_bottom,192.43966674804688,198.59146118164062,192.6392364501953,442.6033935546875,244.01201398393158,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,115.55,1.14999999999999,1,1.0,lev_top,lev_bottom,180.3854522705078,216.5660858154297,180.40316772460938,466.5181884765625,249.95210328892773,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,116.03,1.63,1,1.0,lev_top,lev_bottom,204.61508178710938,202.67041015625,172.5487060546875,460.53271484375,259.8484570501852,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,117.35,0.799999999999997,0,0.0,mag_top,mag_bottom,1232.485595703125,220.50015258789062,1060.459716796875,440.44940185546875,279.23211718360585,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,117.87,1.32000000000001,0,1.0,mag_top,mag_bottom,1228.5767822265625,220.45028686523438,1220.6512451171875,436.462890625,216.15794947571462,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,128.52,0.640000000000015,1,0.0,lev_top,lev_bottom,196.37574768066406,212.60888671875,192.48582458496094,448.579833984375,236.0030073010233,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,128.61,0.730000000000018,1,1.0,lev_top,lev_bottom,192.49620056152344,212.47743225097656,184.40658569335938,464.56622314453125,252.2185567377816,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,129.03,1.15000000000001,1,1.0,lev_top,lev_bottom,184.5286102294922,218.3795166015625,180.38250732421875,470.50933837890625,252.16390938985745,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,129.51,1.63,1,1.0,lev_top,lev_bottom,184.3479766845703,216.4435577392578,172.4801483154297,464.5162353515625,248.35639457831127,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,interaction,135.1485937595173,,2,,mag_top,mag_top,1212.4599609375,210.60325622558594,1305.5328392796469,169.78497353597965,101.63017703723969,,,,
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,138.97,0.740000000000009,1,1.0,lev_bottom,lev_top,180.6359405517578,432.501953125,209.80239137511342,260.2169009708344,174.73643309108374,0.023333333333333334,0.013333333333333334,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,139.52,1.29000000000002,1,0.0,lev_bottom,lev_bottom,196.38172912597656,432.50799560546875,240.7766873612731,338.4040044954056,104.0503409872191,0.023333333333333334,0.013333333333333334,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,interaction,140.14792521794578,,2,,lev_bottom,lev_bottom,180.42138671875,440.4271240234375,275.39445963783857,425.7894477909555,96.0944646958475,,,,
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,141.98,0.72999999999999,0,0.0,mag_bottom,mag_top,1220.534912109375,440.4395751953125,1232.635498046875,224.33624267578125,216.44185017246068,0.023333333333333334,0.006666666666666667,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,142.1,0.849999999999994,2,1.0,mag_bottom,mag_top,1218.4942626953125,440.44818115234375,1234.60009765625,216.44046020507812,224.58596786927046,0.023333333333333334,0.006666666666666667,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,gaze,143.48081285689813,,14,1.0,mid,mag_top,776.4632568359375,286.48651123046875,1104.4852294921875,236.7398223876953,331.7727348594476,,,,
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,148.56,0.670000000000016,1,1.0,lev_top,lev_bottom,184.4746856689453,202.45103454589844,201.9040460149672,457.60847904176717,255.75203632372862,0.02,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,148.58,0.690000000000026,1,0.0,lev_top,lev_bottom,184.4746856689453,202.45103454589844,201.9040460149672,457.60847904176717,255.75203632372862,0.019933554817275746,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,148.93,1.04000000000002,1,1.0,lev_top,lev_bottom,180.60107421875,204.37828063964844,229.0189987627473,482.14240522958755,281.9524859375484,0.0016666666666666668,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,149.24,1.35000000000002,1,1.0,lev_top,lev_bottom,176.54486083984375,212.45809936523438,251.216545628825,502.2124400073281,299.22138698655795,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,149.48,1.59,1,1.0,lev_top,lev_bottom,174.59512329101562,208.6671600341797,268.48131913313523,517.8224668091159,323.0969227287839,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,151.56,1.59,1,1.0,mag_top,mag_bottom,1232.479736328125,224.3643035888672,1224.5079345703125,434.3990783691406,210.1860039114547,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,153.38,3.41,0,0.0,mag_top,mag_bottom,1200.53955078125,190.5399627685547,1052.6314697265625,388.6568603515625,247.23896446392914,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,161.66,0.650000000000006,1,0.0,lev_top,lev_bottom,196.3120880126953,204.5219268798828,194.4226837158203,440.38104248046875,235.86668323544046,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,161.72,0.710000000000008,1,1.0,lev_top,lev_bottom,196.3801727294922,200.51611328125,188.61224365234375,456.368408203125,255.9701887699771,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,162.25,1.24000000000001,1,1.0,lev_top,lev_bottom,180.5608367919922,208.39395141601562,172.45347595214844,466.74407958984375,258.4773066000589,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,162.67,1.66,1,1.0,lev_top,lev_bottom,188.441650390625,200.57044982910156,172.40435791015625,464.34759521484375,264.26421849723636,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,171.71,0.620000000000005,1,0.0,lev_top,lev_bottom,188.42657470703125,198.56544494628906,196.4422149658203,430.63983154296875,232.21277183433185,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,171.8,0.710000000000008,1,1.0,lev_top,lev_bottom,188.6299591064453,202.56483459472656,188.54861450195312,454.30401611328125,251.7391946610152,0.0,0.0,1.0,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,levPress,172.31,1.22,1,1.0,lev_top,lev_bottom,178.4502716064453,208.60726928710938,180.5397186279297,466.4332275390625,257.8344246554239,0.0,0.0,1.0,-2.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,175.92,2.08999999999997,0,0.0,mag_top,mid,1232.4337158203125,216.4963836669922,956.553466796875,460.443359375,368.266260684192,0.0,0.0,,1.0
043024_KL004_TimeOut_Opaque_TrNum7,2024-04-30,KL004G-KL004R,Training Partner,opaque,30.004011785838085,magEntry,176.7,2.86999999999998,1,1.0,mag_top,mag_bottom,1230.4527587890625,212.5002899169922,1218.530517578125,446.6322021484375,234.43526219544063,0.0,0.0,,1.0
