session_id,trial_number,date,rat_pair,familiarity,barrier_transparency,time_begin,time_first_press,time_coop_or_last_press,time_first_mag_entry,time_trial_end,all_time_sections_valid,successes_in_row,success,trial_frames,lever_press_exists,percent_gazing_original,percent_gazing,percent_interacting,percent_gazing_lev,percent_gazing_mag,percent_interacting_lev,percent_interacting_mag,time_wait_before_cue_both,time_wait_before_cue_rat0,time_wait_before_cue_rat1,distance_vs_wait_valid,time_wait_to_press_one,dist_furthest_from_lever,avg_horizontal_distance,avg_distance
042424_KL006_TimeOut_TrNum5,4,2024-04-24,KL006G-KL006R,Training Partner,transparent,44.51,45.18,46.63,,,False,0.0,0,345,True,0.0,0.0,0.0,0.0,0.0,0.5420289855072464,0.0391304347826087,0.0,0.0,149.0,True,0.6700000000000017,451.80351100061665,169.0888861890256,320.7427240497343
042424_KL006_TimeOut_TrNum5,5,2024-04-24,KL006G-KL006R,Training Partner,transparent,56.03,56.65,56.82,61.07,,True,1.0,1,385,True,0.0,0.0,0.0,0.0,0.0,0.625974025974026,0.015584415584415584,4.466548045800783,171.0,134.0,True,0.6199999999999974,128.31105877888723,82.14140601230147,263.60594406653365
042424_KL006_TimeOut_TrNum5,6,2024-04-24,KL006G-KL006R,Training Partner,transparent,68.84,69.73,70.64,83.18,,True,2.0,1,364,True,0.0,0.0,0.0,0.0,0.004120879120879121,0.3626373626373626,0.1717032967032967,6.899816757319121,234.0,207.0,True,0.8900000000000006,127.70406953726753,107.81512135506264,296.16487866943896
042424_KL006_TimeOut_TrNum5,7,2024-04-24,KL006G-KL006R,Training Partner,transparent,80.98,81.61,81.8,,,False,3.0,1,284,True,0.0,0.0,0.0,0.0035211267605633804,0.0017605633802816902,0.4225352112676056,0.10387323943661972,1.5332926127375823,79.0,46.0,True,0.6299999999999955,119.82051171536366,88.32436019800397,273.8241737622853
042424_KL006_TimeOut_TrNum5,8,2024-04-24,KL006G-KL006R,Training Partner,transparent,90.45,91.24,91.92,102.18,,True,4.0,1,407,True,0.0,0.0,0.0,0.0036855036855036856,0.0012285012285012285,0.6597051597051597,0.022113022113022112,1.9666144380764643,59.0,78.0,True,0.789999999999992,127.62926931021083,81.93658625618396,273.30705581796525
042424_KL006_TimeOut_TrNum5,9,2024-04-24,KL006G-KL006R,Training Partner,transparent,104.0,104.07,104.79,116.52,,True,5.0,1,270,True,0.0,0.0,0.0,0.003703703703703704,0.0,0.2833333333333333,0.18888888888888888,6.599824724392202,216.0,198.0,True,0.06999999999999318,120.27053778861814,28.490425247097154,234.78140578349763
042424_KL006_TimeOut_TrNum5,10,2024-04-24,KL006G-KL006R,Training Partner,transparent,113.01,113.64,113.79,,,False,6.0,1,393,True,0.0,0.0,0.0,0.0,0.0,0.32061068702290074,0.24427480916030533,0.7666463063687912,26.0,23.0,True,0.6299999999999955,112.9566105525895,511.9689333950499,605.6558575758139
042424_KL006_TimeOut_TrNum5,11,2024-04-24,KL006G-KL006R,Training Partner,transparent,126.1,126.65,126.65,,,False,0.0,0,240,True,0.0,0.0,0.0,0.0,0.0,0.29583333333333334,0.19583333333333333,0.0,0.0,138.0,True,0.5500000000000114,1126.814515820909,364.3689980346663,484.7402141986147
042424_KL006_TimeOut_TrNum5,12,2024-04-24,KL006G-KL006R,Training Partner,transparent,134.1,135.45,136.21,,,False,1.0,1,382,True,0.0,0.0,0.0,0.002617801047120419,0.002617801047120419,0.3298429319371728,0.14528795811518325,0.0,0.0,44.0,True,1.3499999999999943,1130.8964541009743,136.440222396465,320.21242041151925
042424_KL006_TimeOut_TrNum5,13,2024-04-24,KL006G-KL006R,Training Partner,transparent,146.84,147.49,147.7,,,False,2.0,1,312,True,0.0,0.0,0.0,0.003205128205128205,0.003205128205128205,0.5737179487179487,0.07371794871794872,3.1665825697841377,102.0,95.0,True,0.6500000000000057,124.19756255231478,134.44717176501186,316.80885570166095
042424_KL006_TimeOut_TrNum5,14,2024-04-24,KL006G-KL006R,Training Partner,transparent,157.23,157.97,158.01,,,False,3.0,1,336,True,0.0,0.0,0.0,0.004464285714285714,0.017857142857142856,0.5133928571428571,0.13839285714285715,3.833231531843956,153.0,115.0,True,0.7400000000000091,126.10916372431461,239.6972086682848,402.4690318139602
042424_KL006_TimeOut_TrNum5,15,2024-04-24,KL006G-KL006R,Training Partner,transparent,168.43,168.73,169.35,,,False,4.0,1,259,True,0.0,0.0,0.0,0.003861003861003861,0.0019305019305019305,0.5752895752895753,0.05791505791505792,3.033252777372174,91.0,158.0,True,0.29999999999998295,123.28533720208252,72.22645577397621,270.90462688934485
042424_KL006_TimeOut_TrNum5,16,2024-04-24,KL006G-KL006R,Training Partner,transparent,177.08,177.22,177.86,,,False,5.0,1,322,True,0.0,0.0,0.0,0.007763975155279503,0.0015527950310559005,0.5419254658385093,0.07298136645962733,2.7332607444452557,99.0,82.0,True,0.13999999999998636,123.9604245601559,29.26988317208717,244.0020398728149
042424_KL006_TimeOut_TrNum5,17,2024-04-24,KL006G-KL006R,Training Partner,transparent,187.81,188.57,188.59,,,False,6.0,1,376,True,0.0,0.0,0.0,0.0013297872340425532,0.0,0.6449468085106383,0.07180851063829788,4.266553357182838,138.0,128.0,True,0.7599999999999909,126.37283715648167,89.25311190796519,276.77892762983316
042424_KL006_TimeOut_TrNum5,18,2024-04-24,KL006G-KL006R,Training Partner,transparent,200.36,201.01,201.14,,,False,7.0,1,269,True,0.0,0.0,0.0,0.0,0.0,0.2992565055762082,0.2862453531598513,5.966508210435375,179.0,195.0,True,0.6499999999999773,125.92085487252726,242.4132655590891,422.93166485288833
042424_KL006_TimeOut_TrNum5,19,2024-04-24,KL006G-KL006R,Training Partner,transparent,209.32,210.02,210.5,,,False,0.0,0,230,True,0.0,0.0,0.0,0.0,0.0,0.27608695652173915,0.04782608695652174,0.0,0.0,44.0,True,0.700000000000017,1134.1833515283777,379.4593809225361,476.1559103618018
042424_KL006_TimeOut_TrNum5,20,2024-04-24,KL006G-KL006R,Training Partner,transparent,216.97,217.71,217.85,232.16,,True,1.0,1,412,True,0.0,0.0,0.0,0.007281553398058253,0.0,0.7050970873786407,0.03519417475728155,0.43332182533888197,31.0,13.0,True,0.7400000000000091,118.16951296695488,181.96459859915132,352.83889718409364
042424_KL006_TimeOut_TrNum5,21,2024-04-24,KL006G-KL006R,Training Partner,transparent,230.7,230.88,231.52,,,False,2.0,1,380,True,0.0,0.0,0.0,0.0,0.0,0.5894736842105263,0.07894736842105263,6.9331492054221115,252.0,208.0,True,0.18000000000000682,112.49474959745466,143.57806417234147,321.29864519359563
042424_KL006_TimeOut_TrNum5,22,2024-04-24,KL006G-KL006R,Training Partner,transparent,243.39,243.88,244.14,,,False,3.0,1,360,True,0.0,0.0,0.0,0.005555555555555556,0.002777777777777778,0.6097222222222223,0.08611111111111111,5.8665108661264025,176.0,198.0,True,0.4900000000000091,125.93942932830296,52.96257009507895,257.9375361203035
042424_KL006_TimeOut_TrNum5,23,2024-04-24,KL006G-KL006R,Training Partner,transparent,255.36,255.85,256.1,,,False,4.0,1,313,True,0.0,0.0,0.0,0.001597444089456869,0.0,0.5670926517571885,0.04313099041533546,5.299859248375556,175.0,159.0,True,0.4899999999999807,120.87672747974406,134.33070816894787,317.0508978499392
042424_KL006_TimeOut_TrNum5,24,2024-04-24,KL006G-KL006R,Training Partner,transparent,265.8,266.08,266.57,,,False,5.0,1,267,True,0.0,0.0,0.0,0.0,0.0,0.45131086142322097,0.09925093632958802,3.8998964280499377,153.0,117.0,True,0.2799999999999727,113.48814284759911,39.78899160401742,239.64351749072037
042424_KL006_TimeOut_TrNum5,25,2024-04-24,KL006G-KL006R,Training Partner,transparent,274.72,275.41,275.5,,,False,6.0,1,354,True,0.0,0.0,0.0,0.00423728813559322,0.00423728813559322,0.5621468926553672,0.05790960451977401,2.3999362634153463,77.0,72.0,True,0.6899999999999977,127.0996808697653,203.9563610389339,375.5411801962098
042424_KL006_TimeOut_TrNum5,26,2024-04-24,KL006G-KL006R,Training Partner,transparent,286.5,286.77,287.34,288.13,,True,7.0,1,325,True,0.0,0.0,0.0,0.004615384615384616,0.0,0.2676923076923077,0.18,3.7665666356379743,182.0,113.0,True,0.2699999999999818,111.54875239278917,208.8626856460506,372.5740242207801
042424_KL006_TimeOut_TrNum5,27,2024-04-24,KL006G-KL006R,Training Partner,transparent,297.33,298.18,298.64,298.87,,True,8.0,1,544,True,0.0,0.0,0.0,0.001838235294117647,0.0,0.4724264705882353,0.13051470588235295,0.39998937723589106,72.0,12.0,True,0.8500000000000227,153.24440988715736,324.98170978909104,461.4769585026827
042424_KL006_TimeOut_TrNum5,28,2024-04-24,KL006G-KL006R,Training Partner,transparent,315.46,316.25,317.5,,,False,0.0,0,292,True,0.0,0.0,0.0,0.008561643835616438,0.0,0.5,0.059931506849315065,0.0,171.0,0.0,True,0.7900000000000205,443.8978535705389,347.5131222009047,459.12797624751494
042424_KL006_TimeOut_TrNum5,29,2024-04-24,KL006G-KL006R,Training Partner,transparent,325.2,325.85,326.02,326.41,,True,1.0,1,432,True,0.0,0.0,0.0,0.0,0.010416666666666666,0.16898148148148148,0.22800925925925927,3.5665719470200288,107.0,145.0,True,0.6500000000000341,121.413413665469,191.19926214535207,337.17033092047427
042424_KL006_TimeOut_TrNum5,30,2024-04-24,KL006G-KL006R,Training Partner,transparent,339.62,340.55,341.05,,,False,2.0,1,284,True,0.0,0.0,0.0,0.014084507042253521,0.0,0.36971830985915494,0.14788732394366197,0.0,89.0,0.0,True,0.9300000000000068,434.0271232200177,77.6350259447382,271.8162193148256
042424_KL006_TimeOut_TrNum5,31,2024-04-24,KL006G-KL006R,Training Partner,transparent,349.06,349.68,349.87,,,False,3.0,1,349,True,0.0,0.0,0.0,0.004297994269340974,0.0,0.5171919770773639,0.12177650429799428,1.8666170937674915,56.0,65.0,True,0.6200000000000045,125.89813952849852,82.01296133870939,270.1882652560236
042424_KL006_TimeOut_TrNum5,32,2024-04-24,KL006G-KL006R,Training Partner,transparent,360.7,361.2,361.49,,,False,4.0,1,377,True,0.0,0.0,0.0,0.001326259946949602,0.002652519893899204,0.46551724137931033,0.09681697612732096,4.566545390109757,137.0,147.0,True,0.5,115.3569573380677,92.87565312132224,273.26404915388184
042424_KL006_TimeOut_TrNum5,33,2024-04-24,KL006G-KL006R,Training Partner,transparent,373.28,374.14,375.18,,,False,0.0,0,316,True,0.0,0.0,0.0,0.0015822784810126582,0.0,0.5854430379746836,0.04746835443037975,5.39985659268453,162.0,170.0,True,0.8600000000000136,123.03342487274179,187.40567541555103,345.3157062084702
042424_KL006_TimeOut_TrNum5,34,2024-04-24,KL006G-KL006R,Training Partner,transparent,383.79,384.43,384.61,,,False,1.0,1,341,True,0.0,0.0,0.0,0.001466275659824047,0.002932551319648094,0.3680351906158358,0.051319648093841645,2.566598503930301,110.0,77.0,True,0.6399999999999864,123.07922386634455,516.2619458912745,602.9971856298463
042424_KL006_TimeOut_TrNum5,35,2024-04-24,KL006G-KL006R,Training Partner,transparent,395.17,395.93,397.01,,,False,0.0,0,243,True,0.0,0.0,0.0,0.01646090534979424,0.0,0.33127572016460904,0.030864197530864196,0.0,174.0,0.0,True,0.7599999999999909,1134.5489903837251,470.22586699367736,574.7663443920918
042424_KL006_TimeOut_TrNum5,36,2024-04-24,KL006G-KL006R,Training Partner,transparent,403.28,403.87,404.1,,,False,1.0,1,256,True,0.0,0.0,0.0,0.01171875,0.005859375,0.4375,0.1015625,1.3999628203256187,43.0,42.0,True,0.5900000000000318,127.28723795780977,93.66547705476303,282.9777134369018
042424_KL006_TimeOut_TrNum5,37,2024-04-24,KL006G-KL006R,Training Partner,transparent,411.82,412.5,412.68,420.8,,True,2.0,1,280,True,0.0,0.0,0.0,0.005357142857142857,0.0,0.525,0.09821428571428571,2.033279334282446,85.0,61.0,True,0.6800000000000068,123.1075175775227,83.61170812705548,271.62675414082355
042424_KL006_TimeOut_TrNum5,38,2024-04-24,KL006G-KL006R,Training Partner,transparent,421.14,421.59,421.93,,,False,3.0,1,303,True,0.0,0.0,0.0,0.006600660066006601,0.0033003300330033004,0.5445544554455446,0.08745874587458746,3.0999176735781555,93.0,96.0,True,0.44999999999998863,116.27113547687058,163.81402229297663,328.08315656356
042424_KL006_TimeOut_TrNum5,39,2024-04-24,KL006G-KL006R,Training Partner,transparent,431.25,431.95,432.07,445.26,,True,4.0,1,270,True,0.0,0.0,0.0,0.0,0.020370370370370372,0.31666666666666665,0.09074074074074075,3.299912362196101,126.0,99.0,True,0.6999999999999886,122.34785926246857,256.5862007829341,409.65779889243953
042424_KL006_TimeOut_TrNum5,40,2024-04-24,KL006G-KL006R,Training Partner,transparent,440.23,441.06,442.2,,,False,0.0,0,308,True,0.0,0.0,0.0,0.0,0.030844155844155844,0.45292207792207795,0.0762987012987013,0.0,73.0,0.0,True,0.8299999999999841,1059.5705019606742,670.3180718794054,727.695417531661
042424_KL006_TimeOut_TrNum5,41,2024-04-24,KL006G-KL006R,Training Partner,transparent,450.51,451.11,451.95,466.79,,True,1.0,1,180,True,0.0,0.0,0.0,0.0,0.008333333333333333,0.33055555555555555,0.11388888888888889,0.0,0.0,216.0,True,0.6000000000000227,790.5017088554893,136.0863788430249,291.39952530207165
042624_KL002_TimeOut_TrNum5,1,2024-04-26,KL002B-KL002Y,Training Partner,transparent,10.01,10.43,11.44,13.82,,True,0.0,0,242,True,0.0,0.0,0.0,0.006198347107438017,0.0,0.29132231404958675,0.14256198347107438,0.0,50.0,0.0,True,0.41999999999999993,1118.7477250064862,579.7074318165935,650.4768852880838
042624_KL002_TimeOut_TrNum5,2,2024-04-26,KL002B-KL002Y,Training Partner,transparent,18.08,18.63,18.79,20.7,,True,1.0,1,249,True,0.2008032128514056,0.0,0.8032128514056224,0.0,0.0,0.17670682730923695,0.05622489959839357,1.5666344665407548,47.0,100.0,True,0.5500000000000007,138.1183692044475,341.043241253701,444.3997770467026
042624_KL002_TimeOut_TrNum5,3,2024-04-26,KL002B-KL002Y,Training Partner,transparent,26.39,26.57,33.91,,,False,0.0,0,229,True,0.6550218340611353,0.0,0.43668122270742354,0.0,0.0,0.35152838427947597,0.06986899563318777,0.0,52.0,0.0,True,0.17999999999999972,1130.2283027589672,561.6656153163685,602.6279498240544
042624_KL002_TimeOut_TrNum5,4,2024-04-26,KL002B-KL002Y,Training Partner,transparent,34.02,34.65,35.34,,,False,1.0,1,393,True,0.2544529262086514,0.0,7.37913486005089,0.001272264631043257,0.0,0.5038167938931297,0.06743002544529263,1.0333120949524126,31.0,99.0,True,0.6299999999999955,145.01839602625566,129.38595738470622,265.0088505738405
042624_KL002_TimeOut_TrNum5,5,2024-04-26,KL002B-KL002Y,Training Partner,transparent,47.13,47.33,47.9,,,False,2.0,1,365,True,0.0,0.0,0.0,0.00410958904109589,0.0,0.2808219178082192,0.13424657534246576,3.0332709884086952,91.0,210.0,True,0.19999999999999574,143.0131811911625,370.47476389460275,477.821662053838
042624_KL002_TimeOut_TrNum5,6,2024-04-26,KL002B-KL002Y,Training Partner,transparent,59.28,60.09,60.84,,,False,3.0,1,388,True,0.0,0.0,0.0,0.001288659793814433,0.0,0.3118556701030928,0.10824742268041238,0.0,0.0,139.0,True,0.8100000000000023,746.0631974197277,166.93698982299335,316.184289819751
042624_KL002_TimeOut_TrNum5,7,2024-04-26,KL002B-KL002Y,Training Partner,transparent,72.21,72.86,73.09,75.36,,True,4.0,1,341,True,0.0,0.0,0.0,0.0,0.0,0.38563049853372433,0.09090909090909091,0.49998972336407066,15.0,22.0,True,0.6500000000000057,135.615338256143,325.4521951983052,449.10010412821475
042624_KL002_TimeOut_TrNum5,8,2024-04-26,KL002B-KL002Y,Training Partner,transparent,83.57,84.25,84.55,86.82,,True,5.0,1,688,True,0.0,0.0,0.0,0.0007267441860465116,0.00436046511627907,0.22601744186046513,0.07412790697674419,2.099956838129097,63.0,174.0,True,0.6800000000000068,133.00053631692052,500.6858784940135,569.587203192065
042624_KL002_TimeOut_TrNum5,9,2024-04-26,KL002B-KL002Y,Training Partner,transparent,106.53,106.83,107.9,,,False,0.0,0,203,True,0.0,0.0,18.226600985221676,0.029556650246305417,0.0,0.26354679802955666,0.14285714285714285,0.0,8.0,0.0,True,0.29999999999999716,334.03054980861674,129.08193852106083,227.24490095563715
042624_KL002_TimeOut_TrNum5,10,2024-04-26,KL002B-KL002Y,Training Partner,transparent,113.28,114.77,116.34,,,False,0.0,0,232,True,0.646551724137931,0.0,0.0,0.0,0.0,0.21551724137931033,0.0021551724137931034,0.0,0.0,0.0,False,,1073.079980527365,476.0988569175313,544.0994330235269
042624_KL002_TimeOut_TrNum5,11,2024-04-26,KL002B-KL002Y,Training Partner,transparent,121.02,121.34,131.8,,,False,0.0,0,341,True,1.3196480938416422,1.0263929618768328,0.8797653958944283,0.001466275659824047,0.0,0.3343108504398827,0.010263929618768328,0.0,0.0,39.0,True,0.3200000000000074,1114.7078833841742,582.3754508745587,613.5580477992095
042624_KL002_TimeOut_TrNum5,12,2024-04-26,KL002B-KL002Y,Training Partner,transparent,132.39,132.68,132.68,,,False,0.0,0,223,True,0.0,0.0,1.345291479820628,0.0,0.004484304932735426,0.21748878923766815,0.10538116591928251,1.133310039625227,34.0,107.0,True,0.29000000000002046,165.45274096482464,251.21558286921038,377.1650751738347
042624_KL002_TimeOut_TrNum5,13,2024-04-26,KL002B-KL002Y,Training Partner,transparent,139.83,140.42,140.65,144.02,,True,1.0,1,402,True,0.0,0.0,0.0,0.0024875621890547263,0.0,0.35199004975124376,0.05099502487562189,1.0333120949524126,31.0,35.0,True,0.589999999999975,134.14865240324906,485.59845868120084,605.2848329342456
042624_KL002_TimeOut_TrNum5,14,2024-04-26,KL002B-KL002Y,Training Partner,transparent,153.23,153.94,154.11,,,False,2.0,1,282,True,0.0,0.0,0.0,0.0017730496453900709,0.0,0.40602836879432624,0.06560283687943262,1.333305928970855,40.0,250.0,True,0.710000000000008,137.29248559832976,296.66453932138586,430.8847724813848
042624_KL002_TimeOut_TrNum5,15,2024-04-26,KL002B-KL002Y,Training Partner,transparent,162.61,163.04,163.4,,,False,3.0,1,367,True,0.0,0.0,0.0,0.0,0.0,0.611716621253406,0.043596730245231606,1.7332977076621117,52.0,147.0,True,0.4299999999999784,143.01750458473538,86.56217027691966,272.2197719436476
042624_KL002_TimeOut_TrNum5,16,2024-04-26,KL002B-KL002Y,Training Partner,transparent,174.84,175.93,176.09,178.46,,True,4.0,1,337,True,0.0,0.0,0.0,0.001483679525222552,0.0,0.18694362017804153,0.09495548961424333,0.0,0.0,237.0,True,1.0900000000000034,415.64159530498375,303.25494530883896,445.17862459400567
042624_KL002_TimeOut_TrNum5,17,2024-04-26,KL002B-KL002Y,Training Partner,transparent,186.07,187.58,188.55,191.35,,True,5.0,1,362,True,2.209944751381215,0.0,12.154696132596685,0.0,0.0,0.15193370165745856,0.19613259668508287,0.0,91.0,0.0,True,1.5100000000000193,1118.3046185670662,202.50666684826916,301.2147408864922
042624_KL002_TimeOut_TrNum5,18,2024-04-26,KL002B-KL002Y,Training Partner,transparent,198.16,200.29,200.92,,,False,0.0,0,318,True,0.0,0.0,1.8867924528301887,0.0,0.0,0.14779874213836477,0.06761006289308176,0.0,0.0,0.0,False,,1286.6186106073098,581.0664481247148,614.515184354443
042624_KL002_TimeOut_TrNum5,19,2024-04-26,KL002B-KL002Y,Training Partner,transparent,208.74,209.66,210.1,212.28,,True,1.0,1,349,True,0.0,0.0,0.0,0.0014326647564469914,0.0,0.5143266475644699,0.14756446991404013,0.06666529644854276,19.0,2.0,True,0.9199999999999875,218.15781960538277,312.2357993925385,461.5692435759058
042624_KL002_TimeOut_TrNum5,20,2024-04-26,KL002B-KL002Y,Training Partner,transparent,220.39,220.98,221.26,225.2,,True,2.0,1,409,True,0.0,0.0,0.0,0.0,0.0012224938875305623,0.23471882640586797,0.22127139364303178,3.3999301188756803,102.0,199.0,True,0.5900000000000034,130.47367275699773,607.8059021922908,691.1540120008087
042624_KL002_TimeOut_TrNum5,21,2024-04-26,KL002B-KL002Y,Training Partner,transparent,234.02,235.66,236.7,,,False,0.0,0,252,True,0.0,0.0,0.0,0.001984126984126984,0.0,0.3412698412698413,0.12103174603174603,0.0,0.0,0.0,False,,1098.3961036945623,781.102272092291,821.1052954233654
042624_KL002_TimeOut_TrNum5,22,2024-04-26,KL002B-KL002Y,Training Partner,transparent,242.41,243.27,243.91,,,False,0.0,0,291,True,0.0,0.0,0.0,0.006872852233676976,0.0,0.16494845360824742,0.08934707903780069,0.0,108.0,0.0,True,0.8600000000000136,788.4427714380647,438.94059553352076,509.6377089685503
042624_KL002_TimeOut_TrNum5,23,2024-04-26,KL002B-KL002Y,Training Partner,transparent,252.12,252.9,253.69,,,False,0.0,0,292,True,1.1986301369863013,0.5136986301369862,0.0,0.0017123287671232876,0.0,0.363013698630137,0.16267123287671234,0.0,40.0,0.0,True,0.7800000000000011,453.4346227733362,610.0146577569292,630.0580186524585
042624_KL002_TimeOut_TrNum5,24,2024-04-26,KL002B-KL002Y,Training Partner,transparent,261.85,262.27,262.9,265.14,,True,1.0,1,321,True,0.0,0.0,0.0,0.001557632398753894,0.0,0.3442367601246106,0.3660436137071651,0.5999876680368847,18.0,109.0,True,0.4199999999999591,145.85130757217377,673.2518796356296,751.0586040345873
042624_KL002_TimeOut_TrNum5,25,2024-04-26,KL002B-KL002Y,Training Partner,transparent,272.55,272.66,273.26,,,False,0.0,0,242,True,0.0,0.0,0.8264462809917356,0.0,0.0,0.3760330578512397,0.028925619834710745,0.0,0.0,190.0,True,0.11000000000001364,1124.4039076617953,683.2822670927317,720.1711848694849
042624_KL002_TimeOut_TrNum5,26,2024-04-26,KL002B-KL002Y,Training Partner,transparent,280.61,281.42,281.74,285.12,,True,1.0,1,285,True,0.0,0.0,0.0,0.0035087719298245615,0.0,0.3087719298245614,0.2719298245614035,0.7333182609339703,140.0,22.0,True,0.8100000000000023,137.9496678819021,572.2115893129316,671.0707964363372
042624_KL002_TimeOut_TrNum5,27,2024-04-26,KL002B-KL002Y,Training Partner,transparent,290.11,290.31,300.54,,,False,0.0,0,331,True,0.0,0.0,0.0,0.0,0.0,0.4003021148036254,0.030211480362537766,0.0,0.0,134.0,True,0.19999999999998863,1115.9856836212011,728.2372288635149,779.157027924963
042624_KL002_TimeOut_TrNum5,28,2024-04-26,KL002B-KL002Y,Training Partner,transparent,301.16,302.03,303.17,,,False,0.0,0,268,True,0.0,0.0,0.0,0.0,0.0,0.34701492537313433,0.1958955223880597,1.1666426878494982,35.0,96.0,True,0.8699999999999477,139.78654897410038,409.9345747932976,522.6975326529259
042624_KL002_TimeOut_TrNum5,29,2024-04-26,KL002B-KL002Y,Training Partner,transparent,310.08,310.69,311.68,,,False,0.0,0,257,True,0.0,0.0,0.0,0.0,0.0,0.4708171206225681,0.033073929961089495,0.0,0.0,84.0,True,0.6100000000000136,1041.8168848440264,214.5070375078847,371.94685703400717
042624_KL002_TimeOut_TrNum5,30,2024-04-26,KL002B-KL002Y,Training Partner,transparent,318.64,318.94,319.25,,,False,0.0,0,316,True,0.0,0.0,8.544303797468354,0.0,0.0,0.3370253164556962,0.08702531645569621,2.9666056919601527,109.0,89.0,True,0.30000000000001137,132.39625837926326,218.97025148977937,328.4559372053915
042624_KL002_TimeOut_TrNum5,31,2024-04-26,KL002B-KL002Y,Training Partner,transparent,329.19,329.84,330.65,332.89,,True,1.0,1,348,True,0.0,0.0,0.0,0.0,0.0,0.40086206896551724,0.15229885057471265,1.7332977076621117,52.0,107.0,True,0.6499999999999773,141.11526656347453,121.15091758127785,301.83759051649423
042624_KL002_TimeOut_TrNum5,32,2024-04-26,KL002B-KL002Y,Training Partner,transparent,340.77,341.66,349.42,357.22,,True,2.0,1,370,True,0.0,0.0,2.1621621621621623,0.0,0.0,0.42702702702702705,0.08108108108108109,2.633279209717439,79.0,113.0,True,0.8900000000000432,144.76145096496805,98.62740151392426,276.439249736665
042624_KL002_TimeOut_TrNum5,33,2024-04-26,KL002B-KL002Y,Training Partner,transparent,353.11,353.67,355.12,,,False,0.0,0,204,True,0.0,0.0,3.9215686274509802,0.0,0.0,0.25245098039215685,0.09068627450980392,0.5666550198126135,17.0,188.0,True,0.5600000000000023,168.80101812472253,322.4337712926284,427.7409161239096
042624_KL002_TimeOut_TrNum5,34,2024-04-26,KL002B-KL002Y,Training Partner,transparent,359.92,360.36,361.24,,,False,1.0,1,403,True,5.707196029776675,5.707196029776675,0.0,0.0,0.0,0.369727047146402,0.20099255583126552,0.0,0.0,56.0,True,0.4399999999999977,472.2665475546447,469.8550291605682,589.5043497804355
042624_KL002_TimeOut_TrNum5,35,2024-04-26,KL002B-KL002Y,Training Partner,transparent,373.35,374.63,374.87,376.68,,True,2.0,1,302,True,0.0,0.0,0.0,0.0016556291390728477,0.0,0.4917218543046358,0.1490066225165563,2.7332771543902528,82.0,247.0,True,1.2799999999999727,135.97783863348542,317.7578928865344,459.3558428960645
042624_KL002_TimeOut_TrNum5,36,2024-04-26,KL002B-KL002Y,Training Partner,transparent,383.4,383.9,384.75,,,False,3.0,1,294,True,0.0,0.0,0.6802721088435374,0.003401360544217687,0.0,0.27040816326530615,0.11394557823129252,2.199954782801911,66.0,145.0,True,0.5,133.04221499541703,371.1870716220974,481.01455317391645
042624_KL002_TimeOut_TrNum5,37,2024-04-26,KL002B-KL002Y,Training Partner,transparent,393.2,394.04,394.76,397.08,,True,4.0,1,317,True,0.7886435331230284,0.7886435331230284,0.0,0.0,0.0015772870662460567,0.1277602523659306,0.07255520504731862,0.0,0.0,0.0,False,0.8400000000000318,469.5741279343352,278.6699000879898,374.8196008004796
042624_KL002_TimeOut_TrNum5,38,2024-04-26,KL002B-KL002Y,Training Partner,transparent,403.79,403.97,405.28,,,False,0.0,0,277,True,0.9025270758122743,0.0,1.083032490974729,0.0,0.0018050541516245488,0.3104693140794224,0.04151624548736462,0.0,47.0,0.0,True,0.18000000000000682,450.58116055404884,280.07692922071465,329.8879059849318
042624_KL002_TimeOut_TrNum5,39,2024-04-26,KL002B-KL002Y,Training Partner,transparent,413.02,413.28,413.83,415.71,,True,1.0,1,368,True,0.0,0.0,0.0,0.004076086956521739,0.0,0.4048913043478261,0.09782608695652174,1.399971225419398,136.0,42.0,True,0.2599999999999909,142.92865214831158,337.8148872541345,460.1505361151157
042624_KL002_TimeOut_TrNum5,40,2024-04-26,KL002B-KL002Y,Training Partner,transparent,425.29,425.98,425.98,,,False,0.0,0,272,True,0.0,0.0,0.0,0.0,0.001838235294117647,0.3180147058823529,0.01838235294117647,0.0,0.0,226.0,True,0.6899999999999977,1095.2813841714587,610.4167119047394,667.2883704001612
042624_KL002_TimeOut_TrNum5,41,2024-04-26,KL002B-KL002Y,Training Partner,transparent,434.33,434.76,435.08,,,False,1.0,1,342,True,0.0,0.0,0.0,0.0014619883040935672,0.0,0.24853801169590642,0.14619883040935672,0.5999876680368847,18.0,40.0,True,0.4300000000000068,132.49568094103202,176.6358744161508,309.5761589601477
042624_KL002_TimeOut_TrNum5,42,2024-04-26,KL002B-KL002Y,Training Partner,transparent,445.74,446.32,447.08,448.92,,True,2.0,1,341,True,0.0,0.0,0.0,0.0,0.0,0.5527859237536656,0.05571847507331378,0.9999794467281413,30.0,81.0,True,0.5799999999999841,145.244450152808,134.80485991089225,316.660537373855
042624_KL002_TimeOut_TrNum5,43,2024-04-26,KL002B-KL002Y,Training Partner,transparent,457.12,457.52,458.79,,,False,0.0,0,200,True,0.0,0.0,0.0,0.0,0.0,0.16,0.1325,5.533219605229049,166.0,197.0,True,0.39999999999997726,148.0294276972064,112.42802274586596,271.7343784798789
